fund_name,category,fund_ytd,fund_1y,fund_3y,fund_5y,benchmark_name,benchmark_ytd,benchmark_1y,benchmark_3y,benchmark_5y,fund_mean,fund_std_dev,fund_Sharpe,fund_Sortino,fund_Beta,fund_Alpha,benchmark_mean,benchmark_std_dev,benchmark_Sharpe,benchmark_Sortino,fund_house,Type,Expense_ratio,AMC,Benchmark,Fund Manager,sector1_name,sector1_percent,sector2_name,sector2_percent,sector3_name,sector3_percent,Riskometer,Category,SubCategory
Edelweiss Money Market Dir,Debt: Money Market,5.57,7.84,7.36,5.89,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.12,0.41,1.92,2.32,1.04,2.71,4.47,0.3,-6.14,-7.8,Edelweiss Mutual Fund,Open-ended,"0.16%
(As on 31-Aug-2025)",Edelweiss Asset Management Ltd.,CRISIL Money Market A-I Index,Hetul Raval,AAA,83.14,SOV,13.19,Cash Equivalent,3.4,Low to Moderate,Debt,Money Market
Franklin India Banking & PSU Debt Dir,Debt: Banking and PSU,5.92,8.17,7.57,6.3,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.22,1.03,0.87,1.25,2.5,5.54,4.47,0.3,-6.14,-7.8,Franklin Templeton Mutual Fund,Open-ended,"0.18%
(As on 31-Aug-2025)",Franklin Templeton Asset Management India Private Ltd,Nifty Banking & PSU Debt Index A-II,Anuj Tagra,AAA,80.72,SOV,13.57,AA,10.41,Moderate,Debt,Banking and PSU
Franklin India Corporate Debt Dir,Debt: Corporate Bond,7.47,9.99,8.15,6.86,VR Bond,4.06,5.87,6.93,5.43,7.78,1.41,1.03,2.32,0.56,1.24,6.7,1.63,0.23,0.31,Franklin Templeton Mutual Fund,Open-ended,"0.25%
(As on 31-Aug-2025)",Franklin Templeton Asset Management India Private Ltd,Nifty Corporate Bond Index A-II,Anuj Tagra,AAA,73.72,SOV,14.74,AA,10.54,Moderate,Debt,Corporate Bond
Franklin India Floating Rate Dir,Debt: Floater,6.47,8.71,8.53,6.87,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,8.18,0.98,1.89,2.46,2.07,5.69,4.47,0.3,-6.14,-7.8,Franklin Templeton Mutual Fund,Open-ended,"0.26%
(As on 31-Aug-2025)",Franklin Templeton Asset Management India Private Ltd,NIFTY SD Debt Index A-II,Pallab Roy,SOV,60.19,AAA,24.26,AA,14.16,Moderate,Debt,Floater
Franklin India Government Securities Dir,Debt: Gilt,3.71,5.64,6.37,5.03,CCIL All Sovereign Bond - TRI,4.24,5.89,8.05,6.15,5.71,2.31,-0.27,-0.26,0.57,-1.43,7.75,3.47,0.41,0.56,Franklin Templeton Mutual Fund,Open-ended,"0.62%
(As on 31-Aug-2025)",Franklin Templeton Asset Management India Private Ltd,NIFTY All Duration G-Sec Index,Anuj Tagra,SOV,96.78,Cash Equivalent,3.18,Unrated / Others,0.04,Moderate,Debt,Gilt
Franklin India Liquid Super Inst Plan Dir,Debt: Liquid,4.83,7.03,7.09,5.7,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,6.87,0.17,3.18,4.12,0.36,1.2,4.47,0.3,-6.14,-7.8,Franklin Templeton Mutual Fund,Open-ended,"0.13%
(As on 31-Aug-2025)",Franklin Templeton Asset Management India Private Ltd,NIFTY Liquid Index A-I,Pallab Roy,AAA,79.61,SOV,21.06,AA,3.2,Low to Moderate,Debt,Liquid
Franklin India Money Market Dir,Debt: Money Market,5.67,7.98,7.58,6.08,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.33,0.39,2.6,4.06,0.98,2.81,4.47,0.3,-6.14,-7.8,Franklin Templeton Mutual Fund,Open-ended,"0.14%
(As on 31-Aug-2025)",Franklin Templeton Asset Management India Private Ltd,NIFTY Money Market Index A-I,Chandni Gupta,AAA,87.75,SOV,7.77,Cash Equivalent,4.23,Low to Moderate,Debt,Money Market
Groww Dynamic Bond Dir,Debt: Dynamic Bond,3.82,5.67,6.59,5.76,VR Bond,4.06,5.87,6.93,5.43,6.14,2.38,-0.08,-0.1,1.26,-0.65,6.7,1.63,0.23,0.31,Groww Mutual Fund,Open-ended,"0.45%
(As on 31-Aug-2025)",Groww Asset Management Limited,CRISIL Dynamic Bond A-III Index,Kaustubh Sule,SOV,49.56,AAA,33.08,Cash Equivalent,17.09,Moderate,Debt,Dynamic Bond
Groww Liquid Dir,Debt: Liquid,4.84,7.03,7.01,5.59,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,6.8,0.18,2.58,3.76,0.34,1.1,4.47,0.3,-6.14,-7.8,Groww Mutual Fund,Open-ended,"0.10%
(As on 31-Aug-2025)",Groww Asset Management Limited,CRISIL Liquid Debt A-I Index,Kaustubh Sule,AAA,75.93,SOV,14.21,Cash Equivalent,9.63,Low to Moderate,Debt,Liquid
Groww Short Duration Dir,Debt: Short Duration,6.4,8.52,7.62,6.18,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.26,1.1,0.85,1.46,2.49,5.55,4.47,0.3,-6.14,-7.8,Groww Mutual Fund,Open-ended,"0.30%
(As on 31-Aug-2025)",Groww Asset Management Limited,CRISIL Short Duration Debt A-II Index,Kaustubh Sule,AAA,72.69,SOV,14.84,Cash Equivalent,12.22,Moderate,Debt,Short Duration
HDFC Banking and PSU Debt Dir,Debt: Banking and PSU,5.86,8.12,7.67,6.47,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.4,1.16,0.93,1.5,2.69,6.06,4.47,0.3,-6.14,-7.8,HDFC Mutual Fund,Open-ended,"0.39%
(As on 31-Aug-2025)",HDFC Asset Management Company Ltd,Nifty Banking & PSU Debt Index A-II,Anil Bamboli,AAA,82.32,SOV,11.56,Cash Equivalent,4.35,Moderate,Debt,Banking and PSU
HDFC Corporate Bond Dir,Debt: Corporate Bond,5.74,8.06,7.84,6.62,VR Bond,4.06,5.87,6.93,5.43,7.54,1.27,0.95,1.33,0.68,0.96,6.7,1.63,0.23,0.31,HDFC Mutual Fund,Open-ended,"0.36%
(As on 31-Aug-2025)",HDFC Asset Management Company Ltd,Nifty Corporate Bond Index A-II,Anupam Joshi,AAA,75.67,SOV,20.61,Cash Equivalent,3.44,Moderate,Debt,Corporate Bond
HDFC Credit Risk Debt Dir,Debt: Credit Risk,6.4,8.53,8.05,7.8,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.7,0.95,1.45,2.66,2.3,5.64,4.47,0.3,-6.14,-7.8,HDFC Mutual Fund,Open-ended,"1.01%
(As on 31-Aug-2025)",HDFC Asset Management Company Ltd,NIFTY Credit Risk Bond Index B-II,Shobhit Mehrotra,AA,55.64,A and Below,15.74,SOV,9.89,High,Debt,Credit Risk
HDFC Dynamic Debt Dir,Debt: Dynamic Bond,3.98,5.54,7.56,7.0,VR Bond,4.06,5.87,6.93,5.43,7.07,2.5,0.29,0.34,1.45,0.2,6.7,1.63,0.23,0.31,HDFC Mutual Fund,Open-ended,"0.75%
(As on 31-Aug-2025)",HDFC Asset Management Company Ltd,NIFTY Composite Debt Index A-III,Anil Bamboli,SOV,82.73,AAA,12.43,Cash Equivalent,3.0,Moderate,Debt,Dynamic Bond
HDFC Floating Rate Debt Dir,Debt: Floater,6.05,8.35,8.07,6.89,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.85,0.63,2.42,4.08,1.25,3.83,4.47,0.3,-6.14,-7.8,HDFC Mutual Fund,Open-ended,"0.26%
(As on 31-Aug-2025)",HDFC Asset Management Company Ltd,CRISIL Short Duration Debt A-II Index,Shobhit Mehrotra,AAA,50.79,SOV,32.9,AA,13.17,Low to Moderate,Debt,Floater
HDFC Income Dir,Debt: Medium to Long Duration,4.92,6.66,7.67,6.01,VR Bond,4.06,5.87,6.93,5.43,7.21,2.5,0.35,0.51,1.5,0.33,6.7,1.63,0.23,0.31,HDFC Mutual Fund,Open-ended,"0.80%
(As on 31-Aug-2025)",HDFC Asset Management Company Ltd,CRISIL Medium to Long Duration Debt A-III Index,Shobhit Mehrotra,SOV,73.8,AAA,17.08,Cash Equivalent,8.41,Moderate,Debt,Medium to Long Duration
HDFC Liquid Dir,Debt: Liquid,4.78,6.94,7.05,5.67,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,6.83,0.18,2.78,3.44,0.39,1.23,4.47,0.3,-6.14,-7.8,HDFC Mutual Fund,Open-ended,"0.20%
(As on 31-Aug-2025)",HDFC Asset Management Company Ltd,CRISIL Liquid Debt A-I Index,Anupam Joshi,AAA,84.0,SOV,23.2,Unrated / Others,0.3,Low to Moderate,Debt,Liquid
HDFC Low Duration Dir,Debt: Low Duration,5.79,8.09,7.76,6.61,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.52,0.45,2.66,4.49,1.05,3.13,4.47,0.3,-6.14,-7.8,HDFC Mutual Fund,Open-ended,"0.45%
(As on 31-Aug-2025)",HDFC Asset Management Company Ltd,NIFTY Low Duration Debt Index A-I,Anupam Joshi,AAA,74.9,SOV,11.67,AA,11.13,Low to Moderate,Debt,Low Duration
HDFC Medium Term Debt Dir,Debt: Medium Duration,6.19,8.3,8.04,7.19,VR Bond,4.06,5.87,6.93,5.43,7.65,1.35,0.98,1.61,0.76,1.04,6.7,1.63,0.23,0.31,HDFC Mutual Fund,Open-ended,"0.67%
(As on 31-Aug-2025)",HDFC Asset Management Company Ltd,NIFTY Medium Duration Debt Index A-III,Shobhit Mehrotra,AA,42.44,AAA,25.22,SOV,23.89,Moderately High,Debt,Medium Duration
HDFC Money Market Dir,Debt: Money Market,5.64,7.94,7.62,6.2,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.37,0.36,2.88,4.82,0.91,2.72,4.47,0.3,-6.14,-7.8,HDFC Mutual Fund,Open-ended,"0.23%
(As on 31-Aug-2025)",HDFC Asset Management Company Ltd,CRISIL Money Market A-I Index,Praveen Jain,AAA,85.14,SOV,13.48,Cash Equivalent,1.13,Low to Moderate,Debt,Money Market
HDFC Short Term Debt Dir,Debt: Short Duration,6.14,8.46,8.0,6.73,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.7,0.96,1.44,2.47,2.39,5.81,4.47,0.3,-6.14,-7.8,HDFC Mutual Fund,Open-ended,"0.40%
(As on 31-Aug-2025)",HDFC Asset Management Company Ltd,CRISIL Short Duration Debt A-II Index,Anil Bamboli,AAA,70.17,SOV,14.62,AA,11.26,Moderate,Debt,Short Duration
HDFC Ultra Short Term Dir,Debt: Ultra Short Duration,5.34,7.62,7.42,6.1,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.18,0.3,2.84,4.07,0.73,2.21,4.47,0.3,-6.14,-7.8,HDFC Mutual Fund,Open-ended,"0.37%
(As on 31-Aug-2025)",HDFC Asset Management Company Ltd,CRISIL Ultra Short Duration Debt A-I Index,Anil Bamboli,AAA,77.46,SOV,12.78,AA,7.42,Low to Moderate,Debt,Ultra Short Duration
HSBC Banking & PSU Debt Dir,Debt: Banking and PSU,6.03,8.29,7.34,5.78,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,6.98,1.24,0.52,0.72,2.95,6.11,4.47,0.3,-6.14,-7.8,HSBC Mutual Fund,Open-ended,"0.23%
(As on 31-Aug-2025)",HSBC Global Asset Management Company (India) Private Limited,Nifty Banking & PSU Debt Index A-II,Mahesh A Chhabria,AAA,85.88,SOV,11.89,Cash Equivalent,1.96,Moderate,Debt,Banking and PSU
HSBC Corporate Bond Dir,Debt: Corporate Bond,6.37,8.55,7.63,6.25,VR Bond,4.06,5.87,6.93,5.43,7.35,1.57,0.65,1.03,0.77,0.73,6.7,1.63,0.23,0.31,HSBC Mutual Fund,Open-ended,"0.30%
(As on 31-Aug-2025)",HSBC Global Asset Management Company (India) Private Limited,Nifty Corporate Bond Index A-II,Asif Rizwi,AAA,85.55,SOV,13.58,Cash Equivalent,0.54,Moderate,Debt,Corporate Bond
HSBC Credit Risk Dir,Debt: Credit Risk,18.96,21.35,11.93,9.48,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,11.49,6.86,0.75,8.07,10.51,24.64,4.47,0.3,-6.14,-7.8,HSBC Mutual Fund,Open-ended,"0.96%
(As on 31-Aug-2025)",HSBC Global Asset Management Company (India) Private Limited,NIFTY Credit Risk Bond Index B-II,Shriram Ramanathan,AA,62.42,SOV,18.55,AAA,17.83,Moderately High,Debt,Credit Risk
HSBC Dynamic Bond Dir,Debt: Dynamic Bond,4.89,6.55,7.55,5.89,VR Bond,4.06,5.87,6.93,5.43,7.1,2.44,0.32,0.46,1.39,0.25,6.7,1.63,0.23,0.31,HSBC Mutual Fund,Open-ended,"0.24%
(As on 31-Aug-2025)",HSBC Global Asset Management Company (India) Private Limited,NIFTY Composite Debt Index A-III,Shriram Ramanathan,AAA,48.54,SOV,33.37,Cash Equivalent,17.74,Moderate,Debt,Dynamic Bond
HSBC Liquid Dir,Debt: Liquid,4.79,6.97,7.09,5.7,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,6.87,0.18,2.96,3.76,0.38,1.24,4.47,0.3,-6.14,-7.8,HSBC Mutual Fund,Open-ended,"0.12%
(As on 31-Aug-2025)",HSBC Global Asset Management Company (India) Private Limited,NIFTY Liquid Index A-I,Abhishek Iyer,AAA,86.0,SOV,22.12,Unrated / Others,0.31,Low to Moderate,Debt,Liquid
HSBC Low Duration Dir,Debt: Low Duration,7.14,9.48,8.13,6.62,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.85,1.0,1.52,4.83,2.05,5.32,4.47,0.3,-6.14,-7.8,HSBC Mutual Fund,Open-ended,"0.39%
(As on 31-Aug-2025)",HSBC Global Asset Management Company (India) Private Limited,NIFTY Low Duration Debt Index A-I,Asif Rizwi,AAA,68.25,AA,13.17,SOV,11.52,Low to Moderate,Debt,Low Duration
HSBC Medium Duration Dir,Debt: Medium Duration,6.56,8.82,8.4,7.41,VR Bond,4.06,5.87,6.93,5.43,7.98,1.35,1.23,2.03,0.76,1.37,6.7,1.63,0.23,0.31,HSBC Mutual Fund,Open-ended,"0.40%
(As on 31-Aug-2025)",HSBC Global Asset Management Company (India) Private Limited,NIFTY Medium Duration Debt Index A-III,Shriram Ramanathan,AAA,46.04,SOV,26.05,AA,23.3,Moderate,Debt,Medium Duration
HSBC Medium to Long Duration Dir,Debt: Medium to Long Duration,5.1,6.73,7.48,5.58,VR Bond,4.06,5.87,6.93,5.43,6.98,2.4,0.27,0.44,1.38,0.14,6.7,1.63,0.23,0.31,HSBC Mutual Fund,Open-ended,"0.67%
(As on 31-Aug-2025)",HSBC Global Asset Management Company (India) Private Limited,NIFTY Medium to Long Duration Debt Index A-III,Asif Rizwi,AAA,54.17,SOV,42.58,Cash Equivalent,2.96,Moderate,Debt,Medium to Long Duration
HSBC Money Market Dir,Debt: Money Market,5.57,7.85,7.48,5.93,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.24,0.35,2.56,4.17,0.88,2.54,4.47,0.3,-6.14,-7.8,HSBC Mutual Fund,Open-ended,"0.15%
(As on 31-Aug-2025)",HSBC Global Asset Management Company (India) Private Limited,NIFTY Money Market Index A-I,Abhishek Iyer,AAA,93.25,SOV,15.66,Unrated / Others,0.26,Low to Moderate,Debt,Money Market
HSBC Short Duration Dir,Debt: Short Duration,6.28,8.47,7.67,6.16,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.34,1.08,0.94,1.58,2.71,6.04,4.47,0.3,-6.14,-7.8,HSBC Mutual Fund,Open-ended,"0.27%
(As on 31-Aug-2025)",HSBC Global Asset Management Company (India) Private Limited,NIFTY SD Debt Index A-II,Asif Rizwi,AAA,85.72,SOV,11.65,Cash Equivalent,2.37,Moderate,Debt,Short Duration
HSBC Ultra Short Duration Dir,Debt: Ultra Short Duration,5.3,7.56,7.37,5.94,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.14,0.29,2.8,3.84,0.72,2.14,4.47,0.3,-6.14,-7.8,HSBC Mutual Fund,Open-ended,"0.16%
(As on 31-Aug-2025)",HSBC Global Asset Management Company (India) Private Limited,NIFTY Ultra Short Duration Debt Index A-I,Abhishek Iyer,AAA,85.58,SOV,9.54,Cash Equivalent,4.6,Low to Moderate,Debt,Ultra Short Duration
ICICI Pru All Seasons Bond Dir,Debt: Dynamic Bond,5.89,8.24,8.39,7.39,VR Bond,4.06,5.87,6.93,5.43,8.05,1.38,1.24,1.65,0.76,1.44,6.7,1.63,0.23,0.31,ICICI Prudential Mutual Fund,Open-ended,"0.59%
(As on 31-Aug-2025)",ICICI Prudential Asset Management Company Ltd,NIFTY Composite Debt Index A-III,Manish Banthia,SOV,52.69,AA,31.95,AAA,12.44,Moderately High,Debt,Dynamic Bond
ICICI Pru Banking & PSU Debt Dir,Debt: Banking and PSU,5.75,8.23,7.82,6.8,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.6,0.87,1.45,2.23,1.76,4.53,4.47,0.3,-6.14,-7.8,ICICI Prudential Mutual Fund,Open-ended,"0.39%
(As on 31-Aug-2025)",ICICI Prudential Asset Management Company Ltd,Nifty Banking & PSU Debt Index A-II,Manish Banthia,AAA,79.46,SOV,16.42,Cash Equivalent,3.04,Moderate,Debt,Banking and PSU
ICICI Pru Bond Dir,Debt: Medium to Long Duration,5.16,7.41,7.98,6.46,VR Bond,4.06,5.87,6.93,5.43,7.62,2.01,0.64,0.86,1.15,0.86,6.7,1.63,0.23,0.31,ICICI Prudential Mutual Fund,Open-ended,"0.62%
(As on 31-Aug-2025)",ICICI Prudential Asset Management Company Ltd,CRISIL Medium to Long Duration Debt A-III Index,Manish Banthia,SOV,56.66,AAA,39.09,Cash Equivalent,3.95,Moderate,Debt,Medium to Long Duration
ICICI Pru Corporate Bond Dir,Debt: Corporate Bond,6.02,8.41,7.98,6.82,VR Bond,4.06,5.87,6.93,5.43,7.74,0.8,1.76,2.88,0.38,1.27,6.7,1.63,0.23,0.31,ICICI Prudential Mutual Fund,Open-ended,"0.35%
(As on 31-Aug-2025)",ICICI Prudential Asset Management Company Ltd,Nifty Corporate Bond Index A-II,Manish Banthia,AAA,72.23,SOV,22.37,Cash Equivalent,4.64,Moderate,Debt,Corporate Bond
ICICI Pru Credit Risk Dir,Debt: Credit Risk,7.31,9.55,8.79,8.13,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,8.29,0.98,2.01,4.04,2.35,6.32,4.47,0.3,-6.14,-7.8,ICICI Prudential Mutual Fund,Open-ended,"0.76%
(As on 31-Aug-2025)",ICICI Prudential Asset Management Company Ltd,CRISIL Credit Risk Debt B-II Index,Akhil Kakkar,AA,53.04,A and Below,14.46,SOV,13.24,High,Debt,Credit Risk
ICICI Pru Debt Management (FOF) Dir,Debt: Medium to Long Duration,5.78,7.97,7.82,6.71,VR Bond,4.06,5.87,6.93,5.43,7.51,1.11,1.06,1.43,0.59,0.97,6.7,1.63,0.23,0.31,ICICI Prudential Mutual Fund,Open-ended,"0.41%
(As on 31-Aug-2025)",ICICI Prudential Asset Management Company Ltd,CRISIL Composite Bond Index,Manish Banthia,SOV,43.5,AA,26.63,AAA,24.1,Moderately High,Debt,Medium to Long Duration
ICICI Pru Floating Interest Dir,Debt: Floater,6.04,8.39,8.34,7.17,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,8.19,0.73,2.55,4.56,0.61,3.0,4.47,0.3,-6.14,-7.8,ICICI Prudential Mutual Fund,Open-ended,"0.55%
(As on 31-Aug-2025)",ICICI Prudential Asset Management Company Ltd,NIFTY Low Duration Debt Index A-I,Darshil Dedhia,AAA,37.19,SOV,32.66,AA,26.23,Moderate,Debt,Floater
ICICI Pru Liquid Dir,Debt: Liquid,4.77,6.94,7.06,5.69,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,6.85,0.19,2.78,3.51,0.39,1.25,4.47,0.3,-6.14,-7.8,ICICI Prudential Mutual Fund,Open-ended,"0.20%
(As on 31-Aug-2025)",ICICI Prudential Asset Management Company Ltd,CRISIL Liquid Debt A-I Index,Darshil Dedhia,AAA,76.94,SOV,17.29,Cash Equivalent,5.49,Moderate,Debt,Liquid
ICICI Pru Long Term Bond Dir,Debt: Long Duration,4.29,6.53,7.68,5.53,VR Bond,4.06,5.87,6.93,5.43,7.28,3.21,0.3,0.41,6.24,12.51,6.7,1.63,0.23,0.31,ICICI Prudential Mutual Fund,Open-ended,"0.42%
(As on 31-Aug-2025)",ICICI Prudential Asset Management Company Ltd,CRISIL Long Duration Debt A-III Index,Manish Banthia,SOV,80.12,AAA,14.79,Cash Equivalent,4.8,Moderate,Debt,Long Duration
ICICI Pru Medium Term Bond Dir,Debt: Medium Duration,6.93,9.32,8.39,7.66,VR Bond,4.06,5.87,6.93,5.43,7.94,1.06,1.52,2.76,0.56,1.4,6.7,1.63,0.23,0.31,ICICI Prudential Mutual Fund,Open-ended,"0.74%
(As on 31-Aug-2025)",ICICI Prudential Asset Management Company Ltd,NIFTY Medium Duration Debt Index A-III,Akhil Kakkar,AA,54.26,SOV,20.86,AAA,15.56,Moderately High,Debt,Medium Duration
ICICI Pru Money Market Dir,Debt: Money Market,5.63,7.93,7.61,6.16,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.36,0.37,2.82,4.96,0.92,2.73,4.47,0.3,-6.14,-7.8,ICICI Prudential Mutual Fund,Open-ended,"0.21%
(As on 31-Aug-2025)",ICICI Prudential Asset Management Company Ltd,NIFTY Money Market Index A-I,Manish Banthia,AAA,85.3,SOV,11.61,Cash Equivalent,2.87,Low to Moderate,Debt,Money Market
ICICI Pru Retirement Pure Debt Dir,Debt: Dynamic Bond,5.19,7.27,7.32,6.42,VR Bond,4.06,5.87,6.93,5.43,7.02,1.13,0.61,0.79,0.57,0.48,6.7,1.63,0.23,0.31,ICICI Prudential Mutual Fund,Open-ended,"1.24%
(As on 31-Aug-2025)",ICICI Prudential Asset Management Company Ltd,NIFTY Composite Debt Index,Darshil Dedhia,SOV,49.46,AA,27.34,AAA,19.6,Moderate,Debt,Dynamic Bond
ICICI Pru Savings Dir,Debt: Low Duration,5.72,8.06,7.77,6.5,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.59,0.43,2.91,4.5,0.72,2.6,4.47,0.3,-6.14,-7.8,ICICI Prudential Mutual Fund,Open-ended,"0.42%
(As on 31-Aug-2025)",ICICI Prudential Asset Management Company Ltd,NIFTY Low Duration Debt Index A-I,Darshil Dedhia,AAA,70.76,SOV,14.14,AA,12.37,Low to Moderate,Debt,Low Duration
ICICI Pru Short Term Dir,Debt: Short Duration,6.35,8.71,8.3,7.22,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,8.03,0.79,2.16,3.8,1.76,4.97,4.47,0.3,-6.14,-7.8,ICICI Prudential Mutual Fund,Open-ended,"0.45%
(As on 31-Aug-2025)",ICICI Prudential Asset Management Company Ltd,NIFTY SD Debt Index A-II,Manish Banthia,AAA,53.23,SOV,24.04,AA,18.46,Moderate,Debt,Short Duration
ICICI Pru Ultra Short Term Dir,Debt: Ultra Short Duration,5.5,7.82,7.56,6.43,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.31,0.3,3.3,5.01,0.71,2.3,4.47,0.3,-6.14,-7.8,ICICI Prudential Mutual Fund,Open-ended,"0.39%
(As on 31-Aug-2025)",ICICI Prudential Asset Management Company Ltd,NIFTY Ultra Short Duration Debt Index A-I,Manish Banthia,AAA,68.12,AA,17.25,SOV,8.83,Moderate,Debt,Ultra Short Duration
Invesco India Banking and PSU Dir,Debt: Banking and PSU,5.84,8.0,7.58,5.73,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.25,1.38,0.67,1.12,3.29,7.02,4.47,0.3,-6.14,-7.8,Invesco Mutual Fund,Open-ended,"0.25%
(As on 31-Aug-2025)",Invesco Asset Management (India) Pvt. Ltd,Nifty Banking & PSU Debt Index A-II,Krishna Venkat Cheemalapati,AAA,73.37,SOV,23.13,Cash Equivalent,3.3,Moderate,Debt,Banking and PSU
Invesco India Corporate Bond Dir,Debt: Corporate Bond,6.2,8.42,7.8,6.29,VR Bond,4.06,5.87,6.93,5.43,7.42,1.26,0.87,1.39,0.67,0.84,6.7,1.63,0.23,0.31,Invesco Mutual Fund,Open-ended,"0.28%
(As on 31-Aug-2025)",Invesco Asset Management (India) Pvt. Ltd,Nifty Corporate Bond Index A-II,Krishna Venkat Cheemalapati,AAA,72.03,SOV,22.07,Cash Equivalent,5.63,Moderate,Debt,Corporate Bond
Invesco India Credit Risk Dir,Debt: Credit Risk,8.31,10.56,10.49,7.83,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,9.92,2.81,1.28,4.51,4.21,11.39,4.47,0.3,-6.14,-7.8,Invesco Mutual Fund,Open-ended,"0.28%
(As on 31-Aug-2025)",Invesco Asset Management (India) Pvt. Ltd,NIFTY Credit Risk Bond Index B-II,Krishna Venkat Cheemalapati,AA,58.43,SOV,30.25,Cash Equivalent,9.82,Moderately High,Debt,Credit Risk
Invesco India Liquid Dir,Debt: Liquid,4.76,6.95,7.06,5.68,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,6.84,0.18,2.92,3.5,0.38,1.22,4.47,0.3,-6.14,-7.8,Invesco Mutual Fund,Open-ended,"0.15%
(As on 31-Aug-2025)",Invesco Asset Management (India) Pvt. Ltd,NIFTY Liquid Index A-I,Krishna Venkat Cheemalapati,AAA,75.33,SOV,19.18,Cash Equivalent,5.26,Low to Moderate,Debt,Liquid
Invesco India Low Duration Dir,Debt: Low Duration,5.58,7.88,7.4,6.05,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.16,0.43,1.94,2.73,1.12,2.91,4.47,0.3,-6.14,-7.8,Invesco Mutual Fund,Open-ended,"0.32%
(As on 31-Aug-2025)",Invesco Asset Management (India) Pvt. Ltd,NIFTY Low Duration Debt Index A-I,Krishna Venkat Cheemalapati,AAA,60.52,Cash Equivalent,14.44,SOV,12.76,Low to Moderate,Debt,Low Duration
Invesco India Money Market Dir,Debt: Money Market,5.52,7.76,7.45,5.96,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.2,0.37,2.37,3.66,0.92,2.58,4.47,0.3,-6.14,-7.8,Invesco Mutual Fund,Open-ended,"0.22%
(As on 31-Aug-2025)",Invesco Asset Management (India) Pvt. Ltd,NIFTY Money Market Index A-I,Krishna Venkat Cheemalapati,AAA,82.11,SOV,15.47,Cash Equivalent,2.14,Low to Moderate,Debt,Money Market
Invesco India Short Duration Dir,Debt: Short Duration,6.27,8.49,7.75,6.24,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.42,1.07,1.02,1.84,2.73,6.15,4.47,0.3,-6.14,-7.8,Invesco Mutual Fund,Open-ended,"0.35%
(As on 31-Aug-2025)",Invesco Asset Management (India) Pvt. Ltd,NIFTY SD Debt Index A-II,Gaurav Jakhotia,AAA,61.33,Cash Equivalent,14.59,AA,11.94,Moderate,Debt,Short Duration
Invesco India Ultra Short Duration Dir,Debt: Ultra Short Duration,5.37,7.7,7.42,6.03,CCIL T Bill Liquidity Weight,3.49,4.72,4.58,3.59,7.18,0.3,2.87,3.68,0.72,2.2,4.47,0.3,-6.14,-7.8,Invesco Mutual Fund,Open-ended,"0.24%
(As on 31-Aug-2025)",Invesco Asset Management (India) Pvt. Ltd,NIFTY Ultra Short Duration Debt Index A-I,Krishna Venkat Cheemalapati,AAA,66.75,AA,18.44,SOV,11.18,Low to Moderate,Debt,Ultra Short Duration
